nameWithOwner,createdAt,age,updatedAt,timeSinceLastUpdate,primaryLanguage,pullRequests,issues,closedIssues,releases
marmelab/react-admin,2016-07-13T07:58:54Z,80,2023-03-08T01:53:41Z,-2.523399446388889,TypeScript,3868,4073,3980,277
OpenZeppelin/openzeppelin-contracts,2016-08-01T20:54:54Z,79,2023-03-08T00:15:51Z,-0.8928438908333333,JavaScript,1660,1590,1460,72
withfig/autocomplete,2020-09-29T02:21:06Z,30,2023-03-08T01:34:33Z,-2.2045105575,TypeScript,1196,461,346,1000
pocketbase/pocketbase,2022-07-05T06:06:21Z,8,2023-03-08T01:47:20Z,-2.4175661130555555,Go,36,564,526,60
envoyproxy/envoy,2016-08-08T15:07:24Z,79,2023-03-08T01:03:46Z,-1.6914550019444443,C++,14064,8848,7534,106
tmrts/go-patterns,2015-12-14T22:05:06Z,87,2023-03-08T02:18:44Z,-2.940899446388889,Go,10,28,13,0
RedisInsight/RedisDesktopManager,2013-08-05T07:51:08Z,115,2023-03-08T02:17:28Z,-2.9197883352777776,C++,424,4536,4493,87
react-bootstrap/react-bootstrap,2013-12-27T19:06:07Z,111,2023-03-07T22:54:43Z,0.4593783313888889,TypeScript,2561,3391,3250,49
lutzroeder/netron,2010-12-26T12:53:43Z,147,2023-03-08T02:21:02Z,-2.979232779722222,JavaScript,1,909,887,2
bevacqua/dragula,2015-04-13T21:35:38Z,95,2023-03-07T16:17:13Z,7.084378331388889,JavaScript,57,513,407,0
1c7/chinese-independent-developer,2017-09-21T11:08:23Z,66,2023-03-07T11:58:29Z,11.396600553611112,None,147,72,70,0
tachiyomiorg/tachiyomi,2015-10-07T09:51:12Z,89,2023-03-08T00:47:48Z,-1.4253438908333333,Kotlin,1687,6935,6522,74
github/copilot-docs,2021-10-23T16:07:04Z,17,2023-03-07T18:23:37Z,4.977711664722222,None,9,0,0,0
wsargent/docker-cheat-sheet,2014-08-05T20:04:20Z,103,2023-03-07T20:37:31Z,2.7460449980555555,None,134,27,22,0
chenglou/react-motion,2015-06-11T07:38:23Z,93,2023-03-07T22:54:59Z,0.4549338869444445,JavaScript,144,398,249,4
goldfire/howler.js,2013-01-28T16:47:12Z,122,2023-03-07T23:54:51Z,-0.5428438908333333,JavaScript,127,1336,1042,24
doocs/leetcode,2018-09-16T14:03:03Z,54,2023-03-08T01:48:42Z,-2.4403438908333333,Java,787,30,30,19
sebastianruder/NLP-progress,2018-06-22T17:43:55Z,57,2023-03-07T06:42:06Z,16.669656109166667,Python,467,98,65,3
jlmakes/scrollreveal,2014-01-16T17:37:20Z,110,2023-03-08T01:47:44Z,-2.4242327797222223,JavaScript,32,475,451,0
apache/skywalking,2015-11-07T03:30:36Z,88,2023-03-08T01:17:53Z,-1.9267327797222222,Java,4016,4683,4619,54
elixir-lang/elixir,2011-01-09T08:43:57Z,146,2023-03-07T19:20:46Z,4.025211664722222,Elixir,6263,4910,4895,127
HeroTransitions/Hero,2016-11-24T18:49:37Z,76,2023-03-07T15:21:06Z,8.019656109166666,Swift,117,597,564,38
vuejs/vuepress,2018-04-05T16:58:38Z,59,2023-03-08T01:16:11Z,-1.898399446388889,JavaScript,777,1903,1416,21
mozilla/DeepSpeech,2016-06-02T15:04:53Z,81,2023-03-08T01:28:41Z,-2.1067327797222224,C++,1338,2083,1974,105
telegramdesktop/tdesktop,2014-05-02T12:36:31Z,106,2023-03-07T20:57:00Z,2.4213227758333336,C++,1191,12292,11520,614
nothings/stb,2014-05-25T16:51:23Z,106,2023-03-07T20:14:21Z,3.1321561091666665,C,278,726,638,0
Kr328/ClashForAndroid,2019-11-15T00:13:59Z,40,2023-03-08T02:10:20Z,-2.8008994463888888,Kotlin,24,1000,886,90
notable/notable,2018-12-22T13:57:19Z,51,2023-03-08T02:16:40Z,-2.9064550019444444,None,25,1564,900,20
python-telegram-bot/python-telegram-bot,2015-07-07T15:30:39Z,92,2023-03-08T01:26:15Z,-2.0661772241666667,Python,1106,1835,1820,102
jaredhanson/passport,2011-10-08T22:38:32Z,137,2023-03-07T15:37:12Z,7.751322775833334,JavaScript,51,740,415,0
bitcoinbook/bitcoinbook,2013-08-11T23:18:28Z,115,2023-03-07T20:05:25Z,3.2810449980555556,AsciiDoc,436,365,297,3
libgdx/libgdx,2012-08-10T19:34:38Z,127,2023-03-08T01:31:51Z,-2.1595105575,Java,2488,3589,3384,9
zyedidia/micro,2016-03-11T02:06:28Z,84,2023-03-08T00:07:48Z,-0.7586772241666666,Go,571,1919,1247,33
DesignPatternsPHP/DesignPatternsPHP,2011-08-22T05:24:31Z,139,2023-03-08T00:07:48Z,-0.7586772241666666,PHP,278,112,111,0
hwdsl2/setup-ipsec-vpn,2016-01-07T16:44:12Z,86,2023-03-07T19:44:52Z,3.6235449980555554,Shell,35,1213,1213,0
pugjs/pug,2010-06-23T01:05:42Z,153,2023-03-07T20:29:33Z,2.8788227758333336,JavaScript,501,2543,2265,22
datawhalechina/pumpkin-book,2018-12-22T05:05:24Z,51,2023-03-07T16:19:26Z,7.047433886944445,None,46,67,51,7
highlightjs/highlight.js,2011-01-01T23:47:21Z,146,2023-03-08T01:33:36Z,-2.1886772241666668,JavaScript,1322,1930,1853,35
v2fly/v2ray-core,2019-04-15T10:05:54Z,47,2023-03-08T01:50:04Z,-2.463121668611111,Go,662,723,666,65
facebookresearch/fairseq,2017-08-29T16:26:12Z,67,2023-03-08T00:58:27Z,-1.6028438908333333,Python,189,3764,2948,16
fish-shell/fish-shell,2012-05-10T03:00:55Z,130,2023-03-08T00:38:33Z,-1.2711772241666666,C++,1569,6642,6191,38
openssl/openssl,2013-01-15T22:34:48Z,122,2023-03-07T21:43:11Z,1.6516005536111111,C,114,8132,6377,5
backstage/backstage,2020-01-24T22:39:49Z,38,2023-03-07T22:58:02Z,0.40410055361111114,TypeScript,10471,3868,3508,223
celery/celery,2009-04-24T11:31:24Z,167,2023-03-07T16:46:07Z,6.602711664722222,Python,1953,4816,4279,38
MonitorControl/MonitorControl,2017-09-16T21:13:40Z,66,2023-03-08T01:27:37Z,-2.0889550019444445,Swift,180,755,692,23
onevcat/Kingfisher,2015-04-06T14:26:21Z,95,2023-03-07T18:21:43Z,5.009378331388889,Swift,571,1257,1179,173
penpot/penpot,2015-12-29T22:09:07Z,87,2023-03-08T02:19:05Z,-2.9467327797222223,Clojure,1663,988,732,29
tornadoweb/tornado,2009-09-09T04:55:16Z,162,2023-03-07T15:47:27Z,7.5804894425,Python,878,1759,1565,0
trekhleb/homemade-machine-learning,2018-11-01T04:34:19Z,52,2023-03-07T22:05:32Z,1.279100553611111,Jupyter Notebook,2,25,14,0
libuv/libuv,2013-11-30T00:29:56Z,112,2023-03-08T02:09:45Z,-2.791177224166667,C,771,1534,1429,5
sdras/awesome-actions,2018-10-17T17:53:45Z,53,2023-03-08T00:07:19Z,-0.7506216686111111,None,439,39,25,0
goldbergyoni/javascript-testing-best-practices,2019-07-04T11:08:12Z,44,2023-03-07T23:30:37Z,-0.13895500194444443,JavaScript,146,58,14,0
ogham/exa,2014-05-22T12:45:16Z,106,2023-03-08T00:32:15Z,-1.1661772241666666,Rust,225,830,582,12
youzan/vant,2017-04-19T07:55:31Z,71,2023-03-08T01:09:36Z,-1.7886772241666666,TypeScript,4478,6625,6592,221
firecracker-microvm/firecracker,2017-10-19T06:18:47Z,65,2023-03-07T21:41:44Z,1.6757672202777778,Rust,1808,1311,1190,61
paularmstrong/normalizr,2014-08-20T08:41:38Z,103,2023-03-07T16:31:37Z,6.844378331388889,JavaScript,98,0,0,26
googlehosts/hosts,2017-08-05T16:10:32Z,67,2023-03-07T09:28:01Z,13.90437833138889,None,50,416,351,0
chubin/wttr.in,2015-12-26T21:03:43Z,87,2023-03-08T01:30:51Z,-2.1428438908333334,Python,256,547,314,0
electron-react-boilerplate/electron-react-boilerplate,2015-05-18T09:54:57Z,94,2023-03-07T21:08:42Z,2.2263227758333333,TypeScript,793,1798,1758,58
validatorjs/validator.js,2010-10-06T06:58:48Z,149,2023-03-07T15:16:26Z,8.097433886944444,JavaScript,698,981,849,10
freqtrade/freqtrade,2017-05-17T23:48:53Z,70,2023-03-07T21:57:01Z,1.4210449980555555,Python,4050,3644,3599,68
ossrs/srs,2015-04-29T06:59:32Z,95,2023-03-07T22:43:38Z,0.6441005536111112,C++,318,1177,1018,40
tsenart/vegeta,2013-08-13T11:45:21Z,115,2023-03-08T02:03:21Z,-2.6845105575,Go,132,388,304,63
jellyfin/jellyfin,2018-12-09T06:36:45Z,51,2023-03-08T01:46:09Z,-2.3978438908333333,C#,3225,4742,3852,62
taosdata/TDengine,2019-07-11T08:33:48Z,44,2023-03-07T17:29:47Z,5.8749338869444445,C,15188,3681,2857,90
academic/awesome-datascience,2014-07-05T07:07:43Z,104,2023-03-07T23:00:09Z,0.36882277583333334,None,310,48,48,3
postcss/autoprefixer,2013-03-14T05:04:51Z,120,2023-03-07T15:44:48Z,7.624656109166667,JavaScript,272,1132,1098,192
logseq/logseq,2020-05-23T00:06:06Z,34,2023-03-08T02:21:53Z,-2.9933994463888887,Clojure,2208,5877,4513,117
v8/v8,2014-09-24T15:24:30Z,102,2023-03-08T01:18:52Z,-1.943121668611111,C++,0,0,0,0
TanStack/table,2016-10-20T17:25:08Z,77,2023-03-08T02:20:35Z,-2.971732779722222,TypeScript,659,2205,2134,188
microsoft/api-guidelines,2016-07-12T20:01:24Z,80,2023-03-08T02:14:17Z,-2.866732779722222,None,158,185,93,0
locustio/locust,2011-02-17T11:08:03Z,145,2023-03-08T02:20:08Z,-2.9642327797222223,Python,628,1420,1410,91
gfwlist/gfwlist,2015-03-13T13:24:56Z,96,2023-03-08T02:20:28Z,-2.969788335277778,None,0,2331,1916,0
apache/flink,2014-06-07T07:00:10Z,105,2023-03-08T01:41:48Z,-2.3253438908333335,Java,7322,0,0,0
google/mediapipe,2019-06-13T19:16:41Z,45,2023-03-08T01:46:54Z,-2.4103438908333334,C++,32,3885,3463,41
mxgmn/WaveFunctionCollapse,2016-09-30T11:53:17Z,78,2023-03-07T17:33:58Z,5.805211664722222,C#,18,47,46,1
lensapp/lens,2018-11-12T06:28:56Z,52,2023-03-07T17:22:45Z,5.992156109166666,TypeScript,3616,3115,2260,256
julycoding/The-Art-Of-Programming-By-July-2nd,2013-12-14T10:00:06Z,111,2023-03-08T01:15:19Z,-1.8839550019444444,C,254,130,83,0
SwiftGGTeam/the-swift-programming-language-in-chinese,2014-06-03T04:44:09Z,105,2023-03-07T14:31:40Z,8.843544998055556,CSS,701,407,397,1
redisson/redisson,2014-01-11T14:06:25Z,110,2023-03-08T01:32:09Z,-2.1645105575,Java,321,4331,4001,120
rancher/rancher,2014-11-07T20:49:31Z,100,2023-03-08T01:39:20Z,-2.284232779722222,Go,7966,30771,28508,937
ColorlibHQ/gentelella,2015-05-15T06:57:27Z,94,2023-03-06T16:56:33Z,30.428822775833332,HTML,164,643,609,7
robertdavidgraham/masscan,2013-07-28T05:35:33Z,116,2023-03-07T19:42:01Z,3.6710449980555557,C,82,503,165,11
leereilly/games,2012-01-05T19:48:55Z,134,2023-03-07T21:36:32Z,1.7624338869444445,None,192,253,84,0
dapr/dapr,2019-06-19T00:49:06Z,45,2023-03-08T01:15:11Z,-1.8817327797222223,Go,2566,2734,2382,153
dracula/dracula-theme,2013-10-27T12:39:02Z,113,2023-03-08T00:33:46Z,-1.1914550019444443,None,84,599,592,24
git-tips/tips,2015-07-15T07:24:48Z,92,2023-03-07T20:30:50Z,2.8574338869444444,JavaScript,138,34,17,0
FallibleInc/security-guide-for-developers,2016-06-08T15:56:25Z,81,2023-03-08T00:53:56Z,-1.5275661130555556,None,26,12,4,0
alibaba/Sentinel,2018-04-04T06:37:33Z,59,2023-03-07T15:15:08Z,8.11910055361111,Java,459,2008,1502,23
judasn/IntelliJ-IDEA-Tutorial,2015-08-17T15:25:52Z,91,2023-03-08T01:54:50Z,-2.5425661130555555,None,40,77,76,0
necolas/react-native-web,2015-06-09T19:25:38Z,93,2023-03-07T23:11:29Z,0.17993388694444443,JavaScript,62,1678,1578,20
shieldfy/API-Security-Checklist,2017-07-08T20:01:38Z,68,2023-03-07T23:00:51Z,0.3571561091666667,None,112,39,28,0
aseprite/aseprite,2014-08-19T23:44:50Z,103,2023-03-07T22:23:12Z,0.9846561091666667,C++,169,3220,1902,86
directus/directus,2012-12-12T01:35:36Z,123,2023-03-07T23:42:51Z,-0.34284389083333333,TypeScript,5161,6027,5832,251
ruanyf/es6tutorial,2014-04-20T13:06:28Z,107,2023-03-07T09:38:29Z,13.729933886944444,JavaScript,368,548,548,0
rxhanson/Rectangle,2019-06-21T21:34:53Z,45,2023-03-07T22:28:39Z,0.8938227758333334,Swift,186,482,417,70
refined-github/refined-github,2016-02-15T16:45:02Z,85,2023-03-08T02:21:11Z,-2.9817327797222224,TypeScript,2544,3344,3210,103
MustangYM/WeChatExtension-ForMac,2019-04-25T03:02:16Z,47,2023-03-07T10:12:36Z,13.161322775833334,Objective-C,45,1666,851,48
google/ExoPlayer,2014-06-13T21:19:18Z,105,2023-03-08T01:42:59Z,-2.3450661130555557,Java,544,9816,9092,23
js-cookie/js-cookie,2015-03-19T15:57:47Z,96,2023-03-07T21:35:45Z,1.7754894425,JavaScript,71,524,523,34
gchq/CyberChef,2016-11-28T10:34:07Z,76,2023-03-08T01:57:12Z,-2.5820105575,JavaScript,375,754,507,420
Meituan-Dianping/mpvue,2018-03-07T03:09:25Z,60,2023-03-07T12:37:55Z,10.739378331388888,JavaScript,64,1687,1265,19
ChristosChristofidis/awesome-deep-learning,2015-01-02T19:28:35Z,98,2023-03-07T23:43:56Z,-0.3608994463888889,None,165,18,14,0
bazelbuild/bazel,2014-06-12T16:00:38Z,105,2023-03-07T19:01:27Z,4.347156109166667,Java,422,10894,8796,194
flameshot-org/flameshot,2017-05-10T19:44:51Z,70,2023-03-07T23:33:46Z,-0.19145500194444445,C++,785,2049,1665,25
jenkinsci/jenkins,2010-11-22T21:21:23Z,148,2023-03-07T18:18:54Z,5.056322775833333,Java,5797,0,0,242
JohnCoates/Aerial,2015-10-26T21:21:31Z,89,2023-03-07T21:35:35Z,1.7782672202777778,Swift,218,987,928,190
jhipster/generator-jhipster,2013-10-21T20:07:22Z,113,2023-03-07T21:40:02Z,1.7041005536111111,TypeScript,12614,7252,6989,25
kdeldycke/awesome-falsehood,2016-09-08T09:13:47Z,78,2023-03-07T21:19:32Z,2.045767220277778,None,87,25,24,0
iawia002/lux,2018-02-24T11:29:03Z,61,2023-03-08T00:49:53Z,-1.4600661130555554,Go,255,907,485,75
forem/forem,2016-11-13T23:02:13Z,76,2023-03-07T22:28:47Z,0.8916005536111111,Ruby,11881,5106,4570,0
camsong/You-Dont-Need-jQuery,2015-11-21T16:02:26Z,88,2023-03-07T02:29:53Z,20.873267220277775,JavaScript,165,68,66,1
apache/mxnet,2015-04-30T16:21:15Z,95,2023-03-07T12:09:23Z,11.214933886944445,C++,8838,9549,7758,34
acheong08/ChatGPT,2022-12-03T14:35:24Z,3,2023-03-08T02:19:47Z,-2.958399446388889,Python,186,620,614,174
WeNeedHome/SummaryOfLoanSuspension,2022-07-12T16:33:25Z,8,2023-03-07T12:34:53Z,10.789933886944445,HTML,279,0,0,0
petkaantonov/bluebird,2013-09-07T19:39:57Z,114,2023-03-05T11:50:17Z,59.53326722027778,JavaScript,292,1142,1072,123
avajs/ava,2014-11-18T17:20:26Z,100,2023-03-08T02:03:58Z,-2.694788335277778,JavaScript,1012,1612,1526,93
ziglang/zig,2015-08-06T00:51:28Z,91,2023-03-08T02:13:24Z,-2.8520105575,Zig,5403,8025,5954,14
futurice/android-best-practices,2014-07-29T09:09:44Z,104,2023-03-06T18:35:12Z,28.784656109166665,None,80,84,61,0
vnpy/vnpy,2015-03-02T03:36:58Z,96,2023-03-08T01:49:22Z,-2.4514550019444443,Python,997,1957,1947,55
javascript-tutorial/en.javascript.info,2017-06-03T14:27:57Z,69,2023-03-07T20:06:23Z,3.2649338869444446,HTML,1897,782,678,0
zhaoolee/ChromeAppHeroes,2019-02-07T06:35:24Z,49,2023-03-07T06:42:08Z,16.669100553611113,JavaScript,7,45,31,0
lencx/ChatGPT,2022-12-07T09:43:02Z,3,2023-03-08T02:23:44Z,-3.0242327797222224,Rust,107,397,221,32
winstonjs/winston,2010-12-29T18:49:51Z,147,2023-03-08T00:58:49Z,-1.6089550019444445,JavaScript,497,1374,963,17
Seldaek/monolog,2011-02-17T02:07:15Z,145,2023-03-07T15:14:17Z,8.133267220277778,PHP,663,762,742,64
ai/nanoid,2017-08-05T05:24:35Z,67,2023-03-08T00:17:01Z,-0.9122883352777778,JavaScript,165,202,198,1
SamyPesse/How-to-Make-a-Computer-Operating-System,2013-11-29T17:36:32Z,112,2023-03-07T16:30:58Z,6.855211664722222,C,42,72,28,1
changkun/modern-cpp-tutorial,2016-08-19T14:39:15Z,79,2023-03-08T01:38:57Z,-2.277843890833333,C++,105,112,107,3
PostgREST/postgrest,2014-06-13T00:23:00Z,105,2023-03-08T00:58:05Z,-1.5967327797222222,Haskell,880,1401,1229,52
zadam/trilium,2017-05-23T00:30:20Z,70,2023-03-08T00:58:52Z,-1.6097883352777778,JavaScript,154,2777,2055,259
go-micro/go-micro,2015-01-13T23:30:18Z,98,2023-03-08T01:23:48Z,-2.025343890833333,Go,1347,946,882,318
go-delve/delve,2014-05-20T19:24:43Z,106,2023-03-07T19:38:42Z,3.7263227758333333,Go,1422,1504,1398,23
go-kratos/kratos,2019-01-10T10:42:31Z,50,2023-03-07T23:48:26Z,-0.4358994463888889,Go,1201,967,867,57
norvig/pytudes,2017-03-01T05:43:35Z,72,2023-03-08T01:14:10Z,-1.8647883352777777,Jupyter Notebook,53,34,18,0
eligrey/FileSaver.js,2011-07-15T03:27:54Z,140,2023-03-07T18:56:20Z,4.432433886944445,JavaScript,67,621,465,14
benweet/stackedit,2013-03-24T13:46:06Z,120,2023-03-08T02:24:11Z,-3.031732779722222,JavaScript,35,1658,1004,13
osquery/osquery,2014-07-29T20:27:33Z,104,2023-03-07T22:53:50Z,0.47410055361111114,C++,4076,3110,2572,123
parse-community/parse-server,2016-01-28T18:29:14Z,86,2023-03-07T09:46:19Z,13.59937833138889,JavaScript,3194,4306,4014,245
BradLarson/GPUImage,2012-02-13T15:20:02Z,133,2023-03-07T02:53:02Z,20.48743388694444,Objective-C,241,2216,1310,3
ruby/ruby,2010-02-27T15:55:23Z,157,2023-03-07T21:30:10Z,1.8685449980555555,Ruby,3905,0,0,4
google/flatbuffers,2014-05-19T18:33:01Z,106,2023-03-08T01:23:44Z,-2.0242327797222224,C++,1711,2161,1996,32
requarks/wiki,2016-08-16T19:35:26Z,79,2023-03-08T01:31:35Z,-2.1550661130555557,Vue,348,2461,2406,112
derailed/k9s,2019-01-25T18:46:02Z,50,2023-03-08T02:10:33Z,-2.8045105575,Go,324,1385,1025,194
OpenBB-finance/OpenBBTerminal,2020-12-20T10:46:38Z,27,2023-03-08T02:07:47Z,-2.758399446388889,Python,2406,1559,1315,20
drduh/macOS-Security-and-Privacy-Guide,2015-08-31T03:36:35Z,91,2023-03-07T19:24:09Z,3.9688227758333334,Python,140,248,235,0
vadimdemedes/ink,2017-06-12T06:12:28Z,69,2023-03-08T00:03:06Z,-0.6803438908333334,TypeScript,171,293,221,44
SergioBenitez/Rocket,2016-03-18T02:50:18Z,84,2023-03-08T00:48:24Z,-1.4353438908333334,Rust,14,1416,1307,53
ReactiveCocoa/ReactiveCocoa,2012-03-02T22:11:24Z,132,2023-03-07T04:01:36Z,19.344656109166664,Swift,1348,2004,2002,83
enzymejs/enzyme,2015-11-10T21:45:38Z,88,2023-03-07T16:52:26Z,6.497433886944444,JavaScript,646,1766,1509,0
jumpserver/jumpserver,2014-07-04T03:54:59Z,104,2023-03-08T02:19:31Z,-2.9539550019444443,Python,4460,4693,4566,159
vercel/turbo,2021-10-05T17:37:11Z,17,2023-03-08T01:20:43Z,-1.9739550019444445,Rust,2049,939,606,185
urfave/cli,2013-07-13T19:32:06Z,116,2023-03-08T00:08:20Z,-0.7675661130555556,Go,718,718,678,112
termux/termux-app,2015-10-23T09:42:46Z,89,2023-03-08T01:56:16Z,-2.5664550019444445,Java,134,2264,1978,89
shimohq/chinese-programmer-wrong-pronunciation,2017-02-15T09:02:40Z,73,2023-03-08T01:19:09Z,-1.9478438908333333,JavaScript,125,229,114,0
jquense/yup,2014-09-22T23:54:22Z,102,2023-03-07T17:45:27Z,5.6138227758333334,TypeScript,288,1460,1374,11
chalk/chalk,2013-08-03T00:20:12Z,115,2023-03-07T19:16:33Z,4.0954894425,JavaScript,100,351,348,26
recharts/recharts,2015-08-07T06:50:27Z,91,2023-03-08T00:53:48Z,-1.5253438908333332,TypeScript,550,2642,2184,19
Homebrew/homebrew-cask,2012-03-05T02:05:17Z,132,2023-03-07T18:48:57Z,4.5554894425,Ruby,105064,6181,6163,81
pytorch/examples,2016-08-24T03:12:48Z,79,2023-03-07T20:20:34Z,3.0285449980555557,Python,364,576,434,0
verekia/js-stack-from-scratch,2016-10-02T13:31:23Z,77,2023-03-07T18:14:39Z,5.127156109166667,JavaScript,55,157,118,1
Molunerfinn/PicGo,2017-12-12T08:39:44Z,63,2023-03-08T02:25:10Z,-3.048121668611111,TypeScript,15,973,952,47
ReactiveX/RxAndroid,2014-08-19T03:46:38Z,103,2023-03-07T17:29:15Z,5.883822775833333,Java,177,347,346,20
facebookarchive/pop,2014-03-30T22:29:12Z,108,2023-03-07T06:31:49Z,16.841044998055555,Objective-C++,100,256,211,3
hapijs/joi,2012-09-16T16:38:06Z,126,2023-03-08T01:24:53Z,-2.043399446388889,JavaScript,434,2266,2140,0
PaddlePaddle/Paddle,2016-08-15T06:59:08Z,79,2023-03-08T02:09:47Z,-2.791732779722222,C++,25648,16213,15221,58
